id;kecamatan_id;nama;kodepos;;
466;44;cigeulis;42282;;['id'=>'466','kecamatan_id'=>'44','nama'=>'cigeulis','kodepos'=>'42282'],
467;44;ciseureuheun;42282;;['id'=>'467','kecamatan_id'=>'44','nama'=>'ciseureuheun','kodepos'=>'42282'],
468;44;karangbolong;42282;;['id'=>'468','kecamatan_id'=>'44','nama'=>'karangbolong','kodepos'=>'42282'],
469;44;karyabuana;42282;;['id'=>'469','kecamatan_id'=>'44','nama'=>'karyabuana','kodepos'=>'42282'],
470;44;katumbiri;42282;;['id'=>'470','kecamatan_id'=>'44','nama'=>'katumbiri','kodepos'=>'42282'],
471;44;sinarjaya;42282;;['id'=>'471','kecamatan_id'=>'44','nama'=>'sinarjaya','kodepos'=>'42282'],
472;44;tarumanagara;42282;;['id'=>'472','kecamatan_id'=>'44','nama'=>'tarumanagara','kodepos'=>'42282'],
473;44;waringinjaya;42282;;['id'=>'473','kecamatan_id'=>'44','nama'=>'waringinjaya','kodepos'=>'42282'],
474;45;babakanlor;42271;;['id'=>'474','kecamatan_id'=>'45','nama'=>'babakanlor','kodepos'=>'42271'],
475;45;bangkuyung;42271;;['id'=>'475','kecamatan_id'=>'45','nama'=>'bangkuyung','kodepos'=>'42271'],
476;45;cening;42271;;['id'=>'476','kecamatan_id'=>'45','nama'=>'cening','kodepos'=>'42271'],
477;45;cipicung;42271;;['id'=>'477','kecamatan_id'=>'45','nama'=>'cipicung','kodepos'=>'42271'],
478;45;dahu;42271;;['id'=>'478','kecamatan_id'=>'45','nama'=>'dahu','kodepos'=>'42271'],
479;45;karyasari;42271;;['id'=>'479','kecamatan_id'=>'45','nama'=>'karyasari','kodepos'=>'42271'],
480;45;karyautama;42271;;['id'=>'480','kecamatan_id'=>'45','nama'=>'karyautama','kodepos'=>'42271'],
481;45;mekarjaya;42271;;['id'=>'481','kecamatan_id'=>'45','nama'=>'mekarjaya','kodepos'=>'42271'],
482;45;padahayu;42271;;['id'=>'482','kecamatan_id'=>'45','nama'=>'padahayu','kodepos'=>'42271'],
483;45;tegal;42271;;['id'=>'483','kecamatan_id'=>'45','nama'=>'tegal','kodepos'=>'42271'],
484;46;cikadongdong;42286;;['id'=>'484','kecamatan_id'=>'46','nama'=>'cikadongdong','kodepos'=>'42286'],
485;46;cikeusik;42286;;['id'=>'485','kecamatan_id'=>'46','nama'=>'cikeusik','kodepos'=>'42286'],
486;46;cikiruhwetan;42286;;['id'=>'486','kecamatan_id'=>'46','nama'=>'cikiruhwetan','kodepos'=>'42286'],
487;46;curugciung;42286;;['id'=>'487','kecamatan_id'=>'46','nama'=>'curugciung','kodepos'=>'42286'],
488;46;leuwibalang;42286;;['id'=>'488','kecamatan_id'=>'46','nama'=>'leuwibalang','kodepos'=>'42286'],
489;46;nanggala;42286;;['id'=>'489','kecamatan_id'=>'46','nama'=>'nanggala','kodepos'=>'42286'],
490;46;parungkokosan;42286;;['id'=>'490','kecamatan_id'=>'46','nama'=>'parungkokosan','kodepos'=>'42286'],
491;46;rancaseneng;42286;;['id'=>'491','kecamatan_id'=>'46','nama'=>'rancaseneng','kodepos'=>'42286'],
492;46;sukamulya;42286;;['id'=>'492','kecamatan_id'=>'46','nama'=>'sukamulya','kodepos'=>'42286'],
493;46;sukaseneng;42286;;['id'=>'493','kecamatan_id'=>'46','nama'=>'sukaseneng','kodepos'=>'42286'],
494;46;sukawaris;42286;;['id'=>'494','kecamatan_id'=>'46','nama'=>'sukawaris','kodepos'=>'42286'],
495;46;sumurbatu;42286;;['id'=>'495','kecamatan_id'=>'46','nama'=>'sumurbatu','kodepos'=>'42286'],
496;46;tanjungan;42286;;['id'=>'496','kecamatan_id'=>'46','nama'=>'tanjungan','kodepos'=>'42286'],
497;46;umbulan;42286;;['id'=>'497','kecamatan_id'=>'46','nama'=>'umbulan','kodepos'=>'42286'],
498;47;batuhideung;42284;;['id'=>'498','kecamatan_id'=>'47','nama'=>'batuhideung','kodepos'=>'42284'],
499;47;cibadak;42284;;['id'=>'499','kecamatan_id'=>'47','nama'=>'cibadak','kodepos'=>'42284'],
500;47;ciburial;42284;;['id'=>'500','kecamatan_id'=>'47','nama'=>'ciburial','kodepos'=>'42284'],
501;47;cijaralang;42284;;['id'=>'501','kecamatan_id'=>'47','nama'=>'cijaralang','kodepos'=>'42284'],
502;47;cimanggu;42284;;['id'=>'502','kecamatan_id'=>'47','nama'=>'cimanggu','kodepos'=>'42284'],
503;47;kramatjaya;42284;;['id'=>'503','kecamatan_id'=>'47','nama'=>'kramatjaya','kodepos'=>'42284'],
504;47;mangkualam;42284;;['id'=>'504','kecamatan_id'=>'47','nama'=>'mangkualam','kodepos'=>'42284'],
505;47;padasuka;42284;;['id'=>'505','kecamatan_id'=>'47','nama'=>'padasuka','kodepos'=>'42284'],
506;47;rancapinang;42284;;['id'=>'506','kecamatan_id'=>'47','nama'=>'rancapinang','kodepos'=>'42284'],
507;47;tangkil sari;42284;;['id'=>'507','kecamatan_id'=>'47','nama'=>'tangkil sari','kodepos'=>'42284'],
508;47;tugu;42284;;['id'=>'508','kecamatan_id'=>'47','nama'=>'tugu','kodepos'=>'42284'],
509;47;waringin kurung;42284;;['id'=>'509','kecamatan_id'=>'47','nama'=>'waringin kurung','kodepos'=>'42284'],
510;48;batubantar;42270;;['id'=>'510','kecamatan_id'=>'48','nama'=>'batubantar','kodepos'=>'42270'],
511;48;cimanuk;42270;;['id'=>'511','kecamatan_id'=>'48','nama'=>'cimanuk','kodepos'=>'42270'],
512;48;dalembalar;42270;;['id'=>'512','kecamatan_id'=>'48','nama'=>'dalembalar','kodepos'=>'42270'],
513;48;gunungcupu;42270;;['id'=>'513','kecamatan_id'=>'48','nama'=>'gunungcupu','kodepos'=>'42270'],
514;48;gunungdatar;42270;;['id'=>'514','kecamatan_id'=>'48','nama'=>'gunungdatar','kodepos'=>'42270'],
515;48;kadubungbang;42270;;['id'=>'515','kecamatan_id'=>'48','nama'=>'kadubungbang','kodepos'=>'42270'],
516;48;kadudodol;42270;;['id'=>'516','kecamatan_id'=>'48','nama'=>'kadudodol','kodepos'=>'42270'],
517;48;kadumadang;42270;;['id'=>'517','kecamatan_id'=>'48','nama'=>'kadumadang','kodepos'=>'42270'],
518;48;kupahandap;42270;;['id'=>'518','kecamatan_id'=>'48','nama'=>'kupahandap','kodepos'=>'42270'],
519;48;rocek;42270;;['id'=>'519','kecamatan_id'=>'48','nama'=>'rocek','kodepos'=>'42270'],
520;48;sekong;42270;;['id'=>'520','kecamatan_id'=>'48','nama'=>'sekong','kodepos'=>'42270'],
521;49;baturanjang;42272;;['id'=>'521','kecamatan_id'=>'49','nama'=>'baturanjang','kodepos'=>'42272'],
522;49;cikadueun;42272;;['id'=>'522','kecamatan_id'=>'49','nama'=>'cikadueun','kodepos'=>'42272'],
523;49;curugbarang;42272;;['id'=>'523','kecamatan_id'=>'49','nama'=>'curugbarang','kodepos'=>'42272'],
524;49;kadugadung;42272;;['id'=>'524','kecamatan_id'=>'49','nama'=>'kadugadung','kodepos'=>'42272'],
525;49;kalanggunung;42272;;['id'=>'525','kecamatan_id'=>'49','nama'=>'kalanggunung','kodepos'=>'42272'],
526;49;koncang;42272;;['id'=>'526','kecamatan_id'=>'49','nama'=>'koncang','kodepos'=>'42272'],
527;49;palanyar;42272;;['id'=>'527','kecamatan_id'=>'49','nama'=>'palanyar','kodepos'=>'42272'],
528;49;parumasan;42272;;['id'=>'528','kecamatan_id'=>'49','nama'=>'parumasan','kodepos'=>'42272'],
529;49;pasireurih;42272;;['id'=>'529','kecamatan_id'=>'49','nama'=>'pasireurih','kodepos'=>'42272'],
530;49;pasirmae;42272;;['id'=>'530','kecamatan_id'=>'49','nama'=>'pasirmae','kodepos'=>'42272'],
531;50;cibarani;42273;;['id'=>'531','kecamatan_id'=>'50','nama'=>'cibarani','kodepos'=>'42273'],
532;50;ciherangjaya;42273;;['id'=>'532','kecamatan_id'=>'50','nama'=>'ciherangjaya','kodepos'=>'42273'],
533;50;cisereh;42273;;['id'=>'533','kecamatan_id'=>'50','nama'=>'cisereh','kodepos'=>'42273'],
534;50;kaduronyok;42273;;['id'=>'534','kecamatan_id'=>'50','nama'=>'kaduronyok','kodepos'=>'42273'],
535;50;kondangjaya;42273;;['id'=>'535','kecamatan_id'=>'50','nama'=>'kondangjaya','kodepos'=>'42273'],
536;50;kubangkondang;42273;;['id'=>'536','kecamatan_id'=>'50','nama'=>'kubangkondang','kodepos'=>'42273'],
537;50;palembang;42273;;['id'=>'537','kecamatan_id'=>'50','nama'=>'palembang','kodepos'=>'42273'],
538;50;pasireurih;42273;;['id'=>'538','kecamatan_id'=>'50','nama'=>'pasireurih','kodepos'=>'42273'],
539;50;rawasari;42273;;['id'=>'539','kecamatan_id'=>'50','nama'=>'rawasari','kodepos'=>'42273'],
540;51;babadsari;42263;;['id'=>'540','kecamatan_id'=>'51','nama'=>'babadsari','kodepos'=>'42263'],
541;51;banyuresmi;42263;;['id'=>'541','kecamatan_id'=>'51','nama'=>'banyuresmi','kodepos'=>'42263'],
542;51;citaman;42263;;['id'=>'542','kecamatan_id'=>'51','nama'=>'citaman','kodepos'=>'42263'],
543;51;janaka;42263;;['id'=>'543','kecamatan_id'=>'51','nama'=>'janaka','kodepos'=>'42263'],
544;51;jayamekar;42263;;['id'=>'544','kecamatan_id'=>'51','nama'=>'jayamekar','kodepos'=>'42263'],
545;51;jiput;42263;;['id'=>'545','kecamatan_id'=>'51','nama'=>'jiput','kodepos'=>'42263'],
546;51;pamarayan;42263;;['id'=>'546','kecamatan_id'=>'51','nama'=>'pamarayan','kodepos'=>'42263'],
547;51;salapraya;42263;;['id'=>'547','kecamatan_id'=>'51','nama'=>'salapraya','kodepos'=>'42263'],
548;51;sampang bitung;42263;;['id'=>'548','kecamatan_id'=>'51','nama'=>'sampang bitung','kodepos'=>'42263'],
549;51;sikulan;42263;;['id'=>'549','kecamatan_id'=>'51','nama'=>'sikulan','kodepos'=>'42263'],
550;51;sukacai;42263;;['id'=>'550','kecamatan_id'=>'51','nama'=>'sukacai','kodepos'=>'42263'],
551;51;sukamanah;42263;;['id'=>'551','kecamatan_id'=>'51','nama'=>'sukamanah','kodepos'=>'42263'],
552;51;tenjolahang;42263;;['id'=>'552','kecamatan_id'=>'51','nama'=>'tenjolahang','kodepos'=>'42263'],
553;52;banjarsari;42253;;['id'=>'553','kecamatan_id'=>'52','nama'=>'banjarsari','kodepos'=>'42253'],
554;52;banyumundu;42253;;['id'=>'554','kecamatan_id'=>'52','nama'=>'banyumundu','kodepos'=>'42253'],
555;52;campaka;42253;;['id'=>'555','kecamatan_id'=>'52','nama'=>'campaka','kodepos'=>'42253'],
556;52;ciputri;42253;;['id'=>'556','kecamatan_id'=>'52','nama'=>'ciputri','kodepos'=>'42253'],
557;52;kadugemblo;42253;;['id'=>'557','kecamatan_id'=>'52','nama'=>'kadugemblo','kodepos'=>'42253'],
558;52;mandalasari;42253;;['id'=>'558','kecamatan_id'=>'52','nama'=>'mandalasari','kodepos'=>'42253'],
559;52;palurahan;42253;;['id'=>'559','kecamatan_id'=>'52','nama'=>'palurahan','kodepos'=>'42253'],
560;52;saninten;42253;;['id'=>'560','kecamatan_id'=>'52','nama'=>'saninten','kodepos'=>'42253'],
561;52;sukamanah;42253;;['id'=>'561','kecamatan_id'=>'52','nama'=>'sukamanah','kodepos'=>'42253'],
562;52;sukasari;42253;;['id'=>'562','kecamatan_id'=>'52','nama'=>'sukasari','kodepos'=>'42253'],
563;53;cigadung;42213;;['id'=>'563','kecamatan_id'=>'53','nama'=>'cigadung','kodepos'=>'42213'],
564;53;juhut;42213;;['id'=>'564','kecamatan_id'=>'53','nama'=>'juhut','kodepos'=>'42213'],
565;53;kadumerak;42213;;['id'=>'565','kecamatan_id'=>'53','nama'=>'kadumerak','kodepos'=>'42213'],
566;53;pagadungan;42213;;['id'=>'566','kecamatan_id'=>'53','nama'=>'pagadungan','kodepos'=>'42213'],
567;54;awilega;42250;;['id'=>'567','kecamatan_id'=>'54','nama'=>'awilega','kodepos'=>'42250'],
568;54;bangkonol;42250;;['id'=>'568','kecamatan_id'=>'54','nama'=>'bangkonol','kodepos'=>'42250'],
569;54;gerendong;42250;;['id'=>'569','kecamatan_id'=>'54','nama'=>'gerendong','kodepos'=>'42250'],
570;54;karangsetra;42250;;['id'=>'570','kecamatan_id'=>'54','nama'=>'karangsetra','kodepos'=>'42250'],
571;54;koroncong;42250;;['id'=>'571','kecamatan_id'=>'54','nama'=>'koroncong','kodepos'=>'42250'],
572;54;pakuluran;42250;;['id'=>'572','kecamatan_id'=>'54','nama'=>'pakuluran','kodepos'=>'42250'],
573;54;paniis;42250;;['id'=>'573','kecamatan_id'=>'54','nama'=>'paniis','kodepos'=>'42250'],
574;54;pasirjaksa;42250;;['id'=>'574','kecamatan_id'=>'54','nama'=>'pasirjaksa','kodepos'=>'42250'],
575;54;pasirkarag;42250;;['id'=>'575','kecamatan_id'=>'54','nama'=>'pasirkarag','kodepos'=>'42250'],
576;54;setrajaya;42250;;['id'=>'576','kecamatan_id'=>'54','nama'=>'setrajaya','kodepos'=>'42250'],
577;54;sukajaya;42250;;['id'=>'577','kecamatan_id'=>'54','nama'=>'sukajaya','kodepos'=>'42250'],
578;54;tegalongok;42250;;['id'=>'578','kecamatan_id'=>'54','nama'=>'tegalongok','kodepos'=>'42250'],
579;55;banyubiru;42260;;['id'=>'579','kecamatan_id'=>'55','nama'=>'banyubiru','kodepos'=>'42260'],
580;55;banyumekar;42260;;['id'=>'580','kecamatan_id'=>'55','nama'=>'banyumekar','kodepos'=>'42260'],
581;55;caringin;42260;;['id'=>'581','kecamatan_id'=>'55','nama'=>'caringin','kodepos'=>'42260'],
582;55;cigondang;42260;;['id'=>'582','kecamatan_id'=>'55','nama'=>'cigondang','kodepos'=>'42260'],
583;55;kalanganyar;42260;;['id'=>'583','kecamatan_id'=>'55','nama'=>'kalanganyar','kodepos'=>'42260'],
584;55;labuan;42260;;['id'=>'584','kecamatan_id'=>'55','nama'=>'labuan','kodepos'=>'42260'],
585;55;rancateureup;42260;;['id'=>'585','kecamatan_id'=>'55','nama'=>'rancateureup','kodepos'=>'42260'],
586;55;sukamaju;42260;;['id'=>'586','kecamatan_id'=>'55','nama'=>'sukamaju','kodepos'=>'42260'],
587;55;teluk;42260;;['id'=>'587','kecamatan_id'=>'55','nama'=>'teluk','kodepos'=>'42260'],
588;56;cilaja;42214;;['id'=>'588','kecamatan_id'=>'56','nama'=>'cilaja','kodepos'=>'42214'],
589;56;karaton;42211;;['id'=>'589','kecamatan_id'=>'56','nama'=>'karaton','kodepos'=>'42211'],
590;56;pagerbatu;42215;;['id'=>'590','kecamatan_id'=>'56','nama'=>'pagerbatu','kodepos'=>'42215'],
591;56;saruni;42216;;['id'=>'591','kecamatan_id'=>'56','nama'=>'saruni','kodepos'=>'42216'],
592;56;sukaratu;42217;;['id'=>'592','kecamatan_id'=>'56','nama'=>'sukaratu','kodepos'=>'42217'],
593;57;cikoneng;42261;;['id'=>'593','kecamatan_id'=>'57','nama'=>'cikoneng','kodepos'=>'42261'],
594;57;cikumbuen;42261;;['id'=>'594','kecamatan_id'=>'57','nama'=>'cikumbuen','kodepos'=>'42261'],
595;57;curuglemo;42261;;['id'=>'595','kecamatan_id'=>'57','nama'=>'curuglemo','kodepos'=>'42261'],
596;57;giripawana;42261;;['id'=>'596','kecamatan_id'=>'57','nama'=>'giripawana','kodepos'=>'42261'],
597;57;gunungsari;42261;;['id'=>'597','kecamatan_id'=>'57','nama'=>'gunungsari','kodepos'=>'42261'],
598;57;kurungkambing;42261;;['id'=>'598','kecamatan_id'=>'57','nama'=>'kurungkambing','kodepos'=>'42261'],
599;57;mandalasari;42261;;['id'=>'599','kecamatan_id'=>'57','nama'=>'mandalasari','kodepos'=>'42261'],
600;57;mandalawangi;42261;;['id'=>'600','kecamatan_id'=>'57','nama'=>'mandalawangi','kodepos'=>'42261'],
601;57;nembol;42261;;['id'=>'601','kecamatan_id'=>'57','nama'=>'nembol','kodepos'=>'42261'],
602;57;pandat;42261;;['id'=>'602','kecamatan_id'=>'57','nama'=>'pandat','kodepos'=>'42261'],
603;57;panjangjaya;42261;;['id'=>'603','kecamatan_id'=>'57','nama'=>'panjangjaya','kodepos'=>'42261'],
604;57;pari;42261;;['id'=>'604','kecamatan_id'=>'57','nama'=>'pari','kodepos'=>'42261'],
605;57;ramea;42261;;['id'=>'605','kecamatan_id'=>'57','nama'=>'ramea','kodepos'=>'42261'],
606;57;sinarjaya;42261;;['id'=>'606','kecamatan_id'=>'57','nama'=>'sinarjaya','kodepos'=>'42261'],
607;57;sirnagalih;42261;;['id'=>'607','kecamatan_id'=>'57','nama'=>'sirnagalih','kodepos'=>'42261'],
608;58;kadubelang;42279;;['id'=>'608','kecamatan_id'=>'58','nama'=>'kadubelang','kodepos'=>'42279'],
609;58;kadujangkung;42279;;['id'=>'609','kecamatan_id'=>'58','nama'=>'kadujangkung','kodepos'=>'42279'],
610;58;medong;42279;;['id'=>'610','kecamatan_id'=>'58','nama'=>'medong','kodepos'=>'42279'],
611;58;mekarjaya;42279;;['id'=>'611','kecamatan_id'=>'58','nama'=>'mekarjaya','kodepos'=>'42279'],
612;58;pareang;42279;;['id'=>'612','kecamatan_id'=>'58','nama'=>'pareang','kodepos'=>'42279'],
613;58;rancabugel;42279;;['id'=>'613','kecamatan_id'=>'58','nama'=>'rancabugel','kodepos'=>'42279'],
614;58;sukamulya;42279;;['id'=>'614','kecamatan_id'=>'58','nama'=>'sukamulya','kodepos'=>'42279'],
615;58;warasinga;42279;;['id'=>'615','kecamatan_id'=>'58','nama'=>'warasinga','kodepos'=>'42279'],
616;59;alaswangi;42262;;['id'=>'616','kecamatan_id'=>'59','nama'=>'alaswangi','kodepos'=>'42262'],
617;59;cigandeng;42262;;['id'=>'617','kecamatan_id'=>'59','nama'=>'cigandeng','kodepos'=>'42262'],
618;59;cilabanbulan;42262;;['id'=>'618','kecamatan_id'=>'59','nama'=>'cilabanbulan','kodepos'=>'42262'],
619;59;kadupayung;42262;;['id'=>'619','kecamatan_id'=>'59','nama'=>'kadupayung','kodepos'=>'42262'],
620;59;kananga;42262;;['id'=>'620','kecamatan_id'=>'59','nama'=>'kananga','kodepos'=>'42262'],
621;59;menes;42262;;['id'=>'621','kecamatan_id'=>'59','nama'=>'menes','kodepos'=>'42262'],
622;59;muruy;42262;;['id'=>'622','kecamatan_id'=>'59','nama'=>'muruy','kodepos'=>'42262'],
623;59;purwaraja;42262;;['id'=>'623','kecamatan_id'=>'59','nama'=>'purwaraja','kodepos'=>'42262'],
624;59;ramaya;42262;;['id'=>'624','kecamatan_id'=>'59','nama'=>'ramaya','kodepos'=>'42262'],
625;59;sindangkarya;42262;;['id'=>'625','kecamatan_id'=>'59','nama'=>'sindangkarya','kodepos'=>'42262'],
626;59;sukamanah;42262;;['id'=>'626','kecamatan_id'=>'59','nama'=>'sukamanah','kodepos'=>'42262'],
627;59;tegalwangi;42262;;['id'=>'627','kecamatan_id'=>'59','nama'=>'tegalwangi','kodepos'=>'42262'],
628;60;cibitung;42275;;['id'=>'628','kecamatan_id'=>'60','nama'=>'cibitung','kodepos'=>'42275'],
629;60;curuglanglang;42275;;['id'=>'629','kecamatan_id'=>'60','nama'=>'curuglanglang','kodepos'=>'42275'],
630;60;gunungbatu;42275;;['id'=>'630','kecamatan_id'=>'60','nama'=>'gunungbatu','kodepos'=>'42275'],
631;60;kotadukuh;42275;;['id'=>'631','kecamatan_id'=>'60','nama'=>'kotadukuh','kodepos'=>'42275'],
632;60;lebak;42275;;['id'=>'632','kecamatan_id'=>'60','nama'=>'lebak','kodepos'=>'42275'],
633;60;munjul;42275;;['id'=>'633','kecamatan_id'=>'60','nama'=>'munjul','kodepos'=>'42275'],
634;60;panacaran;42275;;['id'=>'634','kecamatan_id'=>'60','nama'=>'panacaran','kodepos'=>'42275'],
635;60;pasanggrahan;42275;;['id'=>'635','kecamatan_id'=>'60','nama'=>'pasanggrahan','kodepos'=>'42275'],
636;60;sukasaba;42275;;['id'=>'636','kecamatan_id'=>'60','nama'=>'sukasaba','kodepos'=>'42275'],
637;61;bama;42265;;['id'=>'637','kecamatan_id'=>'61','nama'=>'bama','kodepos'=>'42265'],
638;61;bulagor;42265;;['id'=>'638','kecamatan_id'=>'61','nama'=>'bulagor','kodepos'=>'42265'],
639;61;harapankarya;42265;;['id'=>'639','kecamatan_id'=>'61','nama'=>'harapankarya','kodepos'=>'42265'],
640;61;kertasana;42265;;['id'=>'640','kecamatan_id'=>'61','nama'=>'kertasana','kodepos'=>'42265'],
641;61;margagiri;42265;;['id'=>'641','kecamatan_id'=>'61','nama'=>'margagiri','kodepos'=>'42265'],
642;61;margasana;42265;;['id'=>'642','kecamatan_id'=>'61','nama'=>'margasana','kodepos'=>'42265'],
643;61;montor;42265;;['id'=>'643','kecamatan_id'=>'61','nama'=>'montor','kodepos'=>'42265'],
644;61;pagelaran;42265;;['id'=>'644','kecamatan_id'=>'61','nama'=>'pagelaran','kodepos'=>'42265'],
645;61;senangsari;42265;;['id'=>'645','kecamatan_id'=>'61','nama'=>'senangsari','kodepos'=>'42265'],
646;61;sindanglaya;42265;;['id'=>'646','kecamatan_id'=>'61','nama'=>'sindanglaya','kodepos'=>'42265'],
647;61;sukadame;42265;;['id'=>'647','kecamatan_id'=>'61','nama'=>'sukadame','kodepos'=>'42265'],
648;61;surakarta;42265;;['id'=>'648','kecamatan_id'=>'61','nama'=>'surakarta','kodepos'=>'42265'],
649;61;tegalpapak;42265;;['id'=>'649','kecamatan_id'=>'61','nama'=>'tegalpapak','kodepos'=>'42265'],
650;62;babakan kalanganyar;42219;;['id'=>'650','kecamatan_id'=>'62','nama'=>'babakan kalanganyar','kodepos'=>'42219'],
651;62;kabayan;42212;;['id'=>'651','kecamatan_id'=>'62','nama'=>'kabayan','kodepos'=>'42212'],
652;62;kadomas;42218;;['id'=>'652','kecamatan_id'=>'62','nama'=>'kadomas','kodepos'=>'42218'],
653;62;pandeglang;42211;;['id'=>'653','kecamatan_id'=>'62','nama'=>'pandeglang','kodepos'=>'42211'],
654;63;citeureup;42281;;['id'=>'654','kecamatan_id'=>'63','nama'=>'citeureup','kodepos'=>'42281'],
655;63;gombong;42281;;['id'=>'655','kecamatan_id'=>'63','nama'=>'gombong','kodepos'=>'42281'],
656;63;mekar jaya (mekarsari);42281;;['id'=>'656','kecamatan_id'=>'63','nama'=>'mekar jaya (mekarsari)','kodepos'=>'42281'],
657;63;mekarjaya;42281;;['id'=>'657','kecamatan_id'=>'63','nama'=>'mekarjaya','kodepos'=>'42281'],
658;63;panimbangjaya;42281;;['id'=>'658','kecamatan_id'=>'63','nama'=>'panimbangjaya','kodepos'=>'42281'],
659;63;tanjungjaya;42281;;['id'=>'659','kecamatan_id'=>'63','nama'=>'tanjungjaya','kodepos'=>'42281'],
660;64;babakankeusik;42266;;['id'=>'660','kecamatan_id'=>'64','nama'=>'babakankeusik','kodepos'=>'42266'],
661;64;ciawi;42266;;['id'=>'661','kecamatan_id'=>'64','nama'=>'ciawi','kodepos'=>'42266'],
662;64;cimoyan;42266;;['id'=>'662','kecamatan_id'=>'64','nama'=>'cimoyan','kodepos'=>'42266'],
663;64;idaman;42266;;['id'=>'663','kecamatan_id'=>'64','nama'=>'idaman','kodepos'=>'42266'],
664;64;pasirgadung;42266;;['id'=>'664','kecamatan_id'=>'64','nama'=>'pasirgadung','kodepos'=>'42266'],
665;64;patia;42266;;['id'=>'665','kecamatan_id'=>'64','nama'=>'patia','kodepos'=>'42266'],
666;64;rahayu;42266;;['id'=>'666','kecamatan_id'=>'64','nama'=>'rahayu','kodepos'=>'42266'],
667;64;simpangtiga;42266;;['id'=>'667','kecamatan_id'=>'64','nama'=>'simpangtiga','kodepos'=>'42266'],
668;64;surianeun;42266;;['id'=>'668','kecamatan_id'=>'64','nama'=>'surianeun','kodepos'=>'42266'],
669;64;turus;42266;;['id'=>'669','kecamatan_id'=>'64','nama'=>'turus','kodepos'=>'42266'],
670;65;bungurcopong;42275;;['id'=>'670','kecamatan_id'=>'65','nama'=>'bungurcopong','kodepos'=>'42275'],
671;65;ciherang;42275;;['id'=>'671','kecamatan_id'=>'65','nama'=>'ciherang','kodepos'=>'42275'],
672;65;cililitan;42275;;['id'=>'672','kecamatan_id'=>'65','nama'=>'cililitan','kodepos'=>'42275'],
673;65;ganggaeng;42275;;['id'=>'673','kecamatan_id'=>'65','nama'=>'ganggaeng','kodepos'=>'42275'],
674;65;kadubera;42275;;['id'=>'674','kecamatan_id'=>'65','nama'=>'kadubera','kodepos'=>'42275'],
675;65;kadupandak;42275;;['id'=>'675','kecamatan_id'=>'65','nama'=>'kadupandak','kodepos'=>'42275'],
676;65;kolelet;42275;;['id'=>'676','kecamatan_id'=>'65','nama'=>'kolelet','kodepos'=>'42275'],
677;65;pasirpanjang;42275;;['id'=>'677','kecamatan_id'=>'65','nama'=>'pasirpanjang','kodepos'=>'42275'],
678;65;pasirsedang;42275;;['id'=>'678','kecamatan_id'=>'65','nama'=>'pasirsedang','kodepos'=>'42275'],
679;66;banjarnegara;42254;;['id'=>'679','kecamatan_id'=>'66','nama'=>'banjarnegara','kodepos'=>'42254'],
680;66;banjarwangi;42254;;['id'=>'680','kecamatan_id'=>'66','nama'=>'banjarwangi','kodepos'=>'42254'],
681;66;cilentung;42254;;['id'=>'681','kecamatan_id'=>'66','nama'=>'cilentung','kodepos'=>'42254'],
682;66;kaduhejo;42254;;['id'=>'682','kecamatan_id'=>'66','nama'=>'kaduhejo','kodepos'=>'42254'],
683;66;karyawangi;42254;;['id'=>'683','kecamatan_id'=>'66','nama'=>'karyawangi','kodepos'=>'42254'],
684;66;koranji;42254;;['id'=>'684','kecamatan_id'=>'66','nama'=>'koranji','kodepos'=>'42254'],
685;66;sanghiangdengdek;42254;;['id'=>'685','kecamatan_id'=>'66','nama'=>'sanghiangdengdek','kodepos'=>'42254'],
686;66;sukaraja;42254;;['id'=>'686','kecamatan_id'=>'66','nama'=>'sukaraja','kodepos'=>'42254'],
687;66;sukasari;42254;;['id'=>'687','kecamatan_id'=>'66','nama'=>'sukasari','kodepos'=>'42254'],
688;67;ciandur;42278;;['id'=>'688','kecamatan_id'=>'67','nama'=>'ciandur','kodepos'=>'42278'],
689;67;girijaya;42278;;['id'=>'689','kecamatan_id'=>'67','nama'=>'girijaya','kodepos'=>'42278'],
690;67;kadudampit;42278;;['id'=>'690','kecamatan_id'=>'67','nama'=>'kadudampit','kodepos'=>'42278'],
691;67;langensari;42278;;['id'=>'691','kecamatan_id'=>'67','nama'=>'langensari','kodepos'=>'42278'],
692;67;majau;42278;;['id'=>'692','kecamatan_id'=>'67','nama'=>'majau','kodepos'=>'42278'],
693;67;medalsari;42278;;['id'=>'693','kecamatan_id'=>'67','nama'=>'medalsari','kodepos'=>'42278'],
694;67;mekarwangi;42278;;['id'=>'694','kecamatan_id'=>'67','nama'=>'mekarwangi','kodepos'=>'42278'],
695;67;parigi;42278;;['id'=>'695','kecamatan_id'=>'67','nama'=>'parigi','kodepos'=>'42278'],
696;67;saketi;42278;;['id'=>'696','kecamatan_id'=>'67','nama'=>'saketi','kodepos'=>'42278'],
697;67;sindanghayu;42278;;['id'=>'697','kecamatan_id'=>'67','nama'=>'sindanghayu','kodepos'=>'42278'],
698;67;sodong;42278;;['id'=>'698','kecamatan_id'=>'67','nama'=>'sodong','kodepos'=>'42278'],
699;67;sukalangu;42278;;['id'=>'699','kecamatan_id'=>'67','nama'=>'sukalangu','kodepos'=>'42278'],
700;67;talagasari;42278;;['id'=>'700','kecamatan_id'=>'67','nama'=>'talagasari','kodepos'=>'42278'],
